Australian Bureau of Statistics,,,,,,,,,,,,
1270055006C185 Postcode 2011 to Local Government Area 2011,,,,,,,,,,,,
Released at 11.30am (Canberra time) 27 June 2012,,,,,,,,,,,,
Table 3 Correspondence,,,,,,,,,,,,
,,,,,,,,,,,,
POSTCODE,POSTCODE,LGA_CODE_2011,LGA_NAME_2011,RATIO,PERCENTAGE,,,,,,,
2291,2291,15900,Newcastle (C),1.0,100.0,,,,,,,
2292,2292,15900,Newcastle (C),1.0,100.0,,,,,,,
2293,2293,15900,Newcastle (C),1.0,100.0,,,,,,,
2294,2294,15900,Newcastle (C),1.0,100.0,,,,,,,
2295,2295,15900,Newcastle (C),0.719334,71.9334029,,,,,,,
2295,2295,16400,Port Stephens (A),0.280666,28.0665971,,,,,,,
2296,2296,15900,Newcastle (C),1.0,100.0,,,,,,,
2297,2297,15900,Newcastle (C),1.0,100.0,,,,,,,
2298,2298,15900,Newcastle (C),1.0,100.0,,,,,,,
2299,2299,15900,Newcastle (C),1.0,100.0,,,,,,,
2300,2300,15900,Newcastle (C),1.0,100.0,,,,,,,
2302,2302,15900,Newcastle (C),1.0,100.0,,,,,,,
2303,2303,15900,Newcastle (C),1.0,100.0,,,,,,,
2304,2304,15900,Newcastle (C),0.9999278,99.9927847,,,,,,,
2305,2305,14650,Lake Macquarie (C),0.1217513,12.1751313,,,,,,,
2305,2305,15900,Newcastle (C),0.8782487,87.8248687,,,,,,,
2306,2306,14650,Lake Macquarie (C),1.0,100.0,,,,,,,
2307,2307,15900,Newcastle (C),1.0,100.0,,,,,,,
2308,2308,15900,Newcastle (C),1.0,100.0,,,,,,,
2311,2311,12700,Dungog (A),0.9983003,99.8300278,,,,,,,
2311,2311,17000,Singleton (A),0.0016997,0.1699722,,,,,,,
2312,2312,13320,Great Lakes (A),0.7124095,71.2409543,,,,,,,
2312,2312,13380,Greater Taree (C),0.2875905,28.7590457,,,,,,,
2314,2314,16400,Port Stephens (A),1.0,100.0,,,,,,,
2315,2315,16400,Port Stephens (A),1.0,100.0,,,,,,,
2316,2316,16400,Port Stephens (A),1.0,100.0,,,,,,,
2317,2317,16400,Port Stephens (A),1.0,100.0,,,,,,,
2318,2318,16400,Port Stephens (A),1.0,100.0,,,,,,,
2319,2319,16400,Port Stephens (A),1.0,100.0,,,,,,,
2320,2320,11720,Cessnock (C),0.0364392,3.6439177,,,,,,,
2320,2320,12700,Dungog (A),0.0008467,0.0846726,,,,,,,
2320,2320,15050,Maitland (C),0.9146265,91.4626481,,,,,,,
2320,2320,16400,Port Stephens (A),0.043925,4.3924972,,,,,,,
2320,2320,17000,Singleton (A),0.0041626,0.4162644,,,,,,,
2321,2321,11720,Cessnock (C),0.1798375,17.9837546,,,,,,,
2321,2321,12700,Dungog (A),0.1898497,18.9849655,,,,,,,
2321,2321,15050,Maitland (C),0.4896603,48.9660314,,,,,,,
2321,2321,16400,Port Stephens (A),0.1406525,14.0652485,,,,,,,
2322,2322,11720,Cessnock (C),0.0176726,1.7672641,,,,,,,
2322,2322,15050,Maitland (C),0.6605942,66.0594166,,,,,,,
2322,2322,15900,Newcastle (C),0.3057033,30.5703326,,,,,,,
2322,2322,16400,Port Stephens (A),0.0160299,1.6029866,,,,,,,
2323,2323,11720,Cessnock (C),0.0540078,5.4007843,,,,,,,
2323,2323,14650,Lake Macquarie (C),0.0045906,0.4590576,,,,,,,
2323,2323,15050,Maitland (C),0.9414016,94.1401581,,,,,,,
2324,2324,13320,Great Lakes (A),0.2165226,21.652255,,,,,,,
2324,2324,15050,Maitland (C),0.01423,1.423003,,,,,,,
2324,2324,16400,Port Stephens (A),0.7692474,76.924742,,,,,,,
2325,2325,11720,Cessnock (C),0.9997276,99.9727575,,,,,,,
2325,2325,17000,Singleton (A),0.0002724,0.0272425,,,,,,,
2326,2326,11720,Cessnock (C),0.9818717,98.1871698,,,,,,,
2326,2326,15050,Maitland (C),0.0181283,1.8128302,,,,,,,
2327,2327,11720,Cessnock (C),1.0,100.0,,,,,,,
2328,2328,15650,Muswellbrook (A),1.0,99.9999988,,,,,,,
2329,2329,17620,Upper Hunter Shire (A),0.9866477,98.6647667,,,,,,,
2329,2329,18020,Warrumbungle Shire (A),0.0133523,1.3352333,,,,,,,
2330,2330,15650,Muswellbrook (A),0.0089096,0.890955,,,,,,,
2330,2330,17000,Singleton (A),0.9910861,99.1086133,,,,,,,
2331,2331,17000,Singleton (A),1.0,100.0,,,,,,,
2333,2333,15650,Muswellbrook (A),0.9889997,98.8999735,,,,,,,
2333,2333,17620,Upper Hunter Shire (A),0.0110001,1.1000114,,,,,,,
2334,2334,11720,Cessnock (C),0.9793044,97.930442,,,,,,,
2334,2334,15050,Maitland (C),0.0206956,2.069558,,,,,,,
2335,2335,11720,Cessnock (C),0.6096332,60.9633162,,,,,,,
2335,2335,15050,Maitland (C),0.0183295,1.8329474,,,,,,,
2335,2335,17000,Singleton (A),0.3720374,37.2037363,,,,,,,
2336,2336,15650,Muswellbrook (A),0.009343,0.9342959,,,,,,,
2336,2336,17620,Upper Hunter Shire (A),0.990657,99.0657041,,,,,,,
2337,2337,17620,Upper Hunter Shire (A),0.9999999,99.9999873,,,,,,,
2338,2338,14920,Liverpool Plains (A),0.0193219,1.9321942,,,,,,,
2338,2338,17310,Tamworth Regional (A),0.0185774,1.8577374,,,,,,,
2338,2338,17620,Upper Hunter Shire (A),0.9621007,96.2100684,,,,,,,
2339,2339,14920,Liverpool Plains (A),1.0,100.0,,,,,,,
2340,2340,13550,Gunnedah (A),0.0074299,0.7429929,,,,,,,
2340,2340,17310,Tamworth Regional (A),0.9925487,99.2548667,,,,,,,
2341,2341,13550,Gunnedah (A),0.0033017,0.3301708,,,,,,,
2341,2341,14920,Liverpool Plains (A),0.9966983,99.6698292,,,,,,,
2342,2342,13550,Gunnedah (A),0.2485352,24.8535233,,,,,,,
2342,2342,14920,Liverpool Plains (A),0.7400906,74.0090564,,,,,,,
2342,2342,17310,Tamworth Regional (A),0.0113742,1.1374203,,,,,,,
2343,2343,13550,Gunnedah (A),0.010079,1.0078993,,,,,,,
2343,2343,14920,Liverpool Plains (A),0.989921,98.9921007,,,,,,,
2344,2344,17310,Tamworth Regional (A),1.0,100.0,,,,,,,
2345,2345,17310,Tamworth Regional (A),1.0,100.0,,,,,,,
2346,2346,17310,Tamworth Regional (A),1.0,100.0,,,,,,,
2347,2347,13660,Gwydir (A),0.1649711,16.4971143,,,,,,,
2347,2347,15750,Narrabri (A),0.000699,0.0699014,,,,,,,
2347,2347,17310,Tamworth Regional (A),0.8343298,83.4329843,,,,,,,
2350,2350,10110,Armidale Dumaresq (A),0.9403059,94.0305861,,,,,,,
2350,2350,13650,Guyra (A),0.0051162,0.5116204,,,,,,,
2350,2350,17650,Uralla (A),0.0545779,5.4577935,,,,,,,
2351,2351,10110,Armidale Dumaresq (A),1.0,100.0,,,,,,,
2352,2352,17310,Tamworth Regional (A),1.0,100.0,,,,,,,
2353,2353,17310,Tamworth Regional (A),1.0,100.0,,,,,,,
2354,2354,17310,Tamworth Regional (A),0.0571836,5.7183631,,,,,,,
2354,2354,17650,Uralla (A),0.0835738,8.3573847,,,,,,,
2354,2354,17850,Walcha (A),0.8592422,85.9242237,,,,,,,
2355,2355,17310,Tamworth Regional (A),1.0,100.0,,,,,,,
2356,2356,15750,Narrabri (A),1.0,100.0,,,,,,,
2357,2357,18020,Warrumbungle Shire (A),1.0,100.0,,,,,,,
2358,2358,17650,Uralla (A),1.0,100.0,,,,,,,
2359,2359,13650,Guyra (A),0.1136157,11.3615693,,,,,,,
2359,2359,13660,Gwydir (A),0.0088739,0.8873872,,,,,,,
2359,2359,17310,Tamworth Regional (A),0.0350393,3.5039258,,,,,,,
2359,2359,17650,Uralla (A),0.8424712,84.2471177,,,,,,,
2360,2360,13650,Guyra (A),0.0046531,0.4653103,,,,,,,
2360,2360,13660,Gwydir (A),0.0068288,0.6828773,,,,,,,
2360,2360,14200,Inverell (A),0.9885181,98.8518124,,,,,,,
2361,2361,14200,Inverell (A),1.0,100.0,,,,,,,
2365,2365,10110,Armidale Dumaresq (A),0.0243816,2.4381597,,,,,,,
2365,2365,13010,Glen Innes Severn (A),0.0776203,7.7620298,,,,,,,
2365,2365,13650,Guyra (A),0.8858063,88.5806315,,,,,,,
2365,2365,14200,Inverell (A),0.0121912,1.2191224,,,,,,,
2369,2369,13650,Guyra (A),0.907345,90.7345001,,,,,,,
2369,2369,14200,Inverell (A),0.092655,9.2654999,,,,,,,
2370,2370,11730,Clarence Valley (A),0.0019838,0.1983768,,,,,,,
2370,2370,13010,Glen Innes Severn (A),0.9846596,98.4659586,,,,,,,
2370,2370,14200,Inverell (A),0.0133565,1.3356513,,,,,,,
2371,2371,13010,Glen Innes Severn (A),0.7994146,79.941458,,,,,,,
2371,2371,14200,Inverell (A),0.0357961,3.5796133,,,,,,,
2371,2371,17400,Tenterfield (A),0.1647893,16.4789288,,,,,,,
2372,2372,17400,Tenterfield (A),0.9986111,99.8611087,,,,,,,
2372,2372,36660,Southern Downs (R),0.0013889,0.1388913,,,,,,,
2379,2379,13550,Gunnedah (A),0.5964636,59.6463561,,,,,,,
2379,2379,18020,Warrumbungle Shire (A),0.4035364,40.3536439,,,,,,,
2380,2380,13550,Gunnedah (A),1.0,100.0,,,,,,,
2381,2381,13550,Gunnedah (A),0.8754531,87.5453101,,,,,,,
2381,2381,14920,Liverpool Plains (A),0.0985455,9.8545518,,,,,,,
2381,2381,18020,Warrumbungle Shire (A),0.0260014,2.6001381,,,,,,,
2382,2382,13550,Gunnedah (A),0.0722457,7.2245651,,,,,,,
2382,2382,15750,Narrabri (A),0.9277543,92.7754349,,,,,,,
2386,2386,15750,Narrabri (A),0.1867093,18.6709281,,,,,,,
2386,2386,17900,Walgett (A),0.8132907,81.3290719,,,,,,,
2387,2387,15300,Moree Plains (A),0.0661192,6.6119233,,,,,,,
2387,2387,15750,Narrabri (A),0.074383,7.4382956,,,,,,,
2387,2387,17900,Walgett (A),0.8594978,85.9497811,,,,,,,
2388,2388,15750,Narrabri (A),0.9745606,97.4560648,,,,,,,
2388,2388,17900,Walgett (A),0.0254386,2.5438645,,,,,,,
2390,2390,13660,Gwydir (A),0.0040024,0.4002422,,,,,,,
2390,2390,15300,Moree Plains (A),0.0056511,0.5651081,,,,,,,
2390,2390,15750,Narrabri (A),0.9903465,99.0346497,,,,,,,
2395,2395,18020,Warrumbungle Shire (A),1.0,100.0,,,,,,,
2396,2396,18020,Warrumbungle Shire (A),1.0,100.0,,,,,,,
2397,2397,15300,Moree Plains (A),0.2491815,24.918155,,,,,,,
2397,2397,15750,Narrabri (A),0.7508185,75.081845,,,,,,,
2398,2398,15300,Moree Plains (A),1.0,100.0,,,,,,,
2399,2399,13660,Gwydir (A),0.0652677,6.5267681,,,,,,,
2399,2399,15300,Moree Plains (A),0.9347323,93.4732319,,,,,,,
2400,2400,13660,Gwydir (A),0.0060095,0.6009543,,,,,,,
2400,2400,15300,Moree Plains (A),0.9939905,99.3990457,,,,,,,
2401,2401,13660,Gwydir (A),0.9782985,97.8298501,,,,,,,
2401,2401,15300,Moree Plains (A),0.0217015,2.1701499,,,,,,,
2402,2402,13660,Gwydir (A),0.9870303,98.7030307,,,,,,,
2402,2402,14200,Inverell (A),0.0129697,1.2969693,,,,,,,
2403,2403,13660,Gwydir (A),0.111449,11.1448975,,,,,,,
2403,2403,14200,Inverell (A),0.888551,88.8551025,,,,,,,
2404,2404,13660,Gwydir (A),1.0,100.0,,,,,,,
2405,2405,15300,Moree Plains (A),1.0,100.0,,,,,,,
2406,2406,15300,Moree Plains (A),0.8412305,84.12305,,,,,,,
2406,2406,30300,Balonne (S),0.1509909,15.0990876,,,,,,,
2406,2406,33610,Goondiwindi (R),0.0077786,0.7778624,,,,,,,
2408,2408,13660,Gwydir (A),1.0,100.0,,,,,,,
2409,2409,13660,Gwydir (A),0.0495552,4.9555153,,,,,,,
2409,2409,14200,Inverell (A),0.0008625,0.0862488,,,,,,,
2409,2409,15300,Moree Plains (A),0.9495824,94.9582359,,,,,,,
2410,2410,13660,Gwydir (A),0.0986242,9.8624189,,,,,,,
2410,2410,14200,Inverell (A),0.9013758,90.1375811,,,,,,,
2411,2411,13660,Gwydir (A),0.9999946,99.9994637,,,,,,,
2415,2415,13320,Great Lakes (A),0.9999999,99.9999868,,,,,,,
2420,2420,12700,Dungog (A),0.9996136,99.9613555,,,,,,,
2420,2420,13320,Great Lakes (A),0.0003864,0.0386445,,,,,,,
2421,2421,12700,Dungog (A),0.9813022,98.1302199,,,,,,,
2421,2421,15050,Maitland (C),0.0186978,1.8697801,,,,,,,
2422,2422,13050,Gloucester (A),0.9472975,94.7297511,,,,,,,
2422,2422,13320,Great Lakes (A),0.0338387,3.3838722,,,,,,,
2422,2422,13380,Greater Taree (C),0.0188638,1.8863768,,,,,,,
2423,2423,13320,Great Lakes (A),0.9672688,96.7268786,,,,,,,
2423,2423,13380,Greater Taree (C),0.0327312,3.2731214,,,,,,,
2424,2424,13050,Gloucester (A),0.0128591,1.2859055,,,,,,,
2424,2424,13380,Greater Taree (C),0.9871409,98.7140945,,,,,,,
2425,2425,13320,Great Lakes (A),1.0,100.0,,,,,,,
2426,2426,13380,Greater Taree (C),1.0,100.0,,,,,,,
2427,2427,13380,Greater Taree (C),1.0,100.0,,,,,,,
2428,2428,13320,Great Lakes (A),1.0,99.9999956,,,,,,,
2429,2429,13320,Great Lakes (A),0.0099774,0.9977368,,,,,,,
2429,2429,13380,Greater Taree (C),0.939505,93.9505027,,,,,,,
2429,2429,16380,Port Macquarie-Hastings (A),0.0505176,5.0517605,,,,,,,
2430,2430,13320,Great Lakes (A),0.0151812,1.5181241,,,,,,,
2430,2430,13380,Greater Taree (C),0.9848188,98.4818759,,,,,,,
2431,2431,14350,Kempsey (A),1.0,100.0,,,,,,,
2439,2439,16380,Port Macquarie-Hastings (A),1.0,100.0,,,,,,,
2440,2440,10110,Armidale Dumaresq (A),0.002526,0.2526043,,,,,,,
2440,2440,14350,Kempsey (A),0.9974739,99.7473863,,,,,,,
2441,2441,10600,Bellingen (A),0.0289343,2.8934336,,,,,,,
2441,2441,11800,Coffs Harbour (C),0.3474239,34.7423851,,,,,,,
2441,2441,14350,Kempsey (A),0.2867347,28.6734661,,,,,,,
2441,2441,15700,Nambucca (A),0.1237427,12.3742724,,,,,,,
2441,2441,16380,Port Macquarie-Hastings (A),0.2131644,21.3164429,,,,,,,
2443,2443,13380,Greater Taree (C),0.1625488,16.2548778,,,,,,,
2443,2443,16380,Port Macquarie-Hastings (A),0.8374512,83.7451222,,,,,,,
2444,2444,16380,Port Macquarie-Hastings (A),1.0,100.0,,,,,,,
2445,2445,16380,Port Macquarie-Hastings (A),1.0,100.0,,,,,,,
2446,2446,16380,Port Macquarie-Hastings (A),1.0,100.0,,,,,,,
2447,2447,15700,Nambucca (A),1.0,100.0,,,,,,,
2448,2448,10600,Bellingen (A),0.0043497,0.4349745,,,,,,,
2448,2448,15700,Nambucca (A),0.9956503,99.5650255,,,,,,,
2449,2449,10600,Bellingen (A),0.000948,0.0948024,,,,,,,
2449,2449,15700,Nambucca (A),0.999052,99.9051976,,,,,,,
2450,2450,11730,Clarence Valley (A),0.021329,2.1328989,,,,,,,
2450,2450,11800,Coffs Harbour (C),0.978671,97.8671011,,,,,,,
2452,2452,11800,Coffs Harbour (C),1.0,100.0,,,,,,,
2453,2453,10110,Armidale Dumaresq (A),0.020129,2.0128998,,,,,,,
2453,2453,10600,Bellingen (A),0.8010634,80.1063359,,,,,,,
2453,2453,11730,Clarence Valley (A),0.1505776,15.0577645,,,,,,,
2453,2453,13650,Guyra (A),0.02823,2.8229998,,,,,,,
2454,2454,10600,Bellingen (A),0.9817487,98.1748677,,,,,,,
2454,2454,11800,Coffs Harbour (C),0.0178319,1.7831896,,,,,,,
2454,2454,15700,Nambucca (A),0.0004194,0.0419427,,,,,,,
2455,2455,10600,Bellingen (A),1.0,100.0,,,,,,,
2456,2456,11730,Clarence Valley (A),0.0031586,0.3158606,,,,,,,
2456,2456,11800,Coffs Harbour (C),0.9968414,99.6841394,,,,,,,
2460,2460,11730,Clarence Valley (A),0.9980171,99.8017118,,,,,,,
2460,2460,11800,Coffs Harbour (C),0.0019828,0.1982848,,,,,,,
2462,2462,11730,Clarence Valley (A),1.0,100.0,,,,,,,
2463,2463,11730,Clarence Valley (A),0.9999999,99.9999858,,,,,,,
2464,2464,11730,Clarence Valley (A),1.0,100.0,,,,,,,
2465,2465,11730,Clarence Valley (A),1.0,100.0,,,,,,,
2466,2466,11730,Clarence Valley (A),1.0,100.0,,,,,,,
2469,2469,11730,Clarence Valley (A),0.302187,30.2186992,,,,,,,
2469,2469,14550,Kyogle (A),0.3461747,34.6174711,,,,,,,
2469,2469,16610,Richmond Valley (A),0.163391,16.3390985,,,,,,,
2469,2469,17400,Tenterfield (A),0.1882473,18.8247312,,,,,,,
2470,2470,14550,Kyogle (A),0.0267564,2.6756376,,,,,,,
2470,2470,14850,Lismore (C),0.0003413,0.0341336,,,,,,,
2470,2470,16610,Richmond Valley (A),0.9729023,97.2902288,,,,,,,
2471,2471,14850,Lismore (C),0.12196,12.1960006,,,,,,,
2471,2471,16610,Richmond Valley (A),0.87804,87.8039977,,,,,,,
2472,2472,10250,Ballina (A),0.001343,0.1343018,,,,,,,
2472,2472,14850,Lismore (C),0.0809541,8.0954106,,,,,,,
2472,2472,16610,Richmond Valley (A),0.9177023,91.7702306,,,,,,,
2473,2473,16610,Richmond Valley (A),1.0,100.0,,,,,,,
2474,2474,14550,Kyogle (A),1.0,99.9999985,,,,,,,
2475,2475,14550,Kyogle (A),0.0773258,7.7325792,,,,,,,
2475,2475,17400,Tenterfield (A),0.9226742,92.2674208,,,,,,,
2476,2476,14550,Kyogle (A),0.6603794,66.0379365,,,,,,,
2476,2476,17400,Tenterfield (A),0.3396206,33.9620635,,,,,,,
2477,2477,10250,Ballina (A),0.9914805,99.1480509,,,,,,,
2477,2477,14850,Lismore (C),0.0085195,0.8519491,,,,,,,
2478,2478,10250,Ballina (A),1.0,100.0,,,,,,,
2479,2479,10250,Ballina (A),0.2624605,26.2460503,,,,,,,
2479,2479,11350,Byron (A),0.7375395,73.7539497,,,,,,,
2480,2480,10250,Ballina (A),0.0022803,0.228032,,,,,,,
2480,2480,11350,Byron (A),0.0268493,2.6849289,,,,,,,
2480,2480,14550,Kyogle (A),0.0093542,0.9354168,,,,,,,
2480,2480,14850,Lismore (C),0.953834,95.3834047,,,,,,,
2480,2480,16610,Richmond Valley (A),0.0076822,0.7682177,,,,,,,
2481,2481,10250,Ballina (A),0.0019515,0.1951546,,,,,,,
2481,2481,11350,Byron (A),0.9980485,99.8048454,,,,,,,
2482,2482,11350,Byron (A),1.0,100.0,,,,,,,
2483,2483,11350,Byron (A),0.8194697,81.9469652,,,,,,,
2483,2483,17550,Tweed (A),0.1805303,18.0530348,,,,,,,
2484,2484,17550,Tweed (A),1.0,99.9999999,,,,,,,
2485,2485,17550,Tweed (A),1.0,99.9999993,,,,,,,
2486,2486,17550,Tweed (A),1.0,100.0,,,,,,,
2487,2487,17550,Tweed (A),1.0,100.0,,,,,,,
2488,2488,17550,Tweed (A),1.0,100.0,,,,,,,
2489,2489,17550,Tweed (A),1.0,100.0,,,,,,,
2490,2490,17550,Tweed (A),1.0,100.0,,,,,,,
2500,2500,18450,Wollongong (C),1.0,99.9999988,,,,,,,
2502,2502,18450,Wollongong (C),1.0,100.0,,,,,,,
2505,2505,18450,Wollongong (C),1.0,100.0,,,,,,,
2506,2506,18450,Wollongong (C),1.0,100.0,,,,,,,
2508,2508,18400,Wollondilly (A),0.0031128,0.3112797,,,,,,,
2508,2508,18450,Wollongong (C),0.996887,99.6886975,,,,,,,
2515,2515,18450,Wollongong (C),1.0,100.0,,,,,,,
2516,2516,18450,Wollongong (C),1.0,100.0,,,,,,,
2517,2517,18450,Wollongong (C),1.0,100.0,,,,,,,
2518,2518,18450,Wollongong (C),1.0,100.0,,,,,,,
2519,2519,18450,Wollongong (C),1.0,100.0,,,,,,,
2522,2522,18450,Wollongong (C),1.0,100.0,,,,,,,
2525,2525,18450,Wollongong (C),1.0,100.0,,,,,,,
2526,2526,18450,Wollongong (C),1.0,100.0,,,,,,,
2527,2527,14400,Kiama (A),0.0016067,0.1606674,,,,,,,
2527,2527,16900,Shellharbour (C),0.9983064,99.8306441,,,,,,,
2528,2528,16900,Shellharbour (C),0.8898822,88.9882203,,,,,,,
2528,2528,18450,Wollongong (C),0.1101178,11.0117797,,,,,,,
2529,2529,16900,Shellharbour (C),1.0,99.9999984,,,,,,,
2530,2530,18450,Wollongong (C),1.0,99.9999996,,,,,,,
2533,2533,14400,Kiama (A),0.9999215,99.9921457,,,,,,,
2534,2534,14400,Kiama (A),1.0,100.0,,,,,,,
2535,2535,14400,Kiama (A),0.0115044,1.1504423,,,,,,,
2535,2535,16950,Shoalhaven (C),0.9884956,98.8495577,,,,,,,
2536,2536,12750,Eurobodalla (A),0.9898547,98.9854738,,,,,,,
2536,2536,16950,Shoalhaven (C),0.0101453,1.0145262,,,,,,,
2537,2537,12750,Eurobodalla (A),1.0,100.0,,,,,,,
2538,2538,16950,Shoalhaven (C),1.0,100.0,,,,,,,
2539,2539,16950,Shoalhaven (C),1.0,100.0,,,,,,,
2540,2540,16950,Shoalhaven (C),0.991005,99.1004995,,,,,,,
2540,2540,99399,Unincorp. Other Territories,0.008995,0.8994982,,,,,,,
2541,2541,16950,Shoalhaven (C),1.0,100.0,,,,,,,
2545,2545,12750,Eurobodalla (A),1.0,100.0,,,,,,,
2546,2546,10550,Bega Valley (A),0.2513809,25.1380891,,,,,,,
2546,2546,12750,Eurobodalla (A),0.748619,74.8618991,,,,,,,
2548,2548,10550,Bega Valley (A),1.0,100.0,,,,,,,
2549,2549,10550,Bega Valley (A),1.0,100.0,,,,,,,
2550,2550,10550,Bega Valley (A),0.9999999,99.9999873,,,,,,,
2551,2551,10550,Bega Valley (A),0.9996956,99.9695562,,,,,,,
2551,2551,11000,Bombala (A),0.0003044,0.0304438,,,,,,,
2555,2555,14900,Liverpool (C),0.915662,91.5661997,,,,,,,
2555,2555,16350,Penrith (C),0.084338,8.4338003,,,,,,,
2556,2556,11450,Camden (A),0.2157941,21.5794132,,,,,,,
2556,2556,14900,Liverpool (C),0.7842059,78.4205868,,,,,,,
2557,2557,11450,Camden (A),0.5854922,58.5492218,,,,,,,
2557,2557,14900,Liverpool (C),0.4145078,41.4507782,,,,,,,
2558,2558,11500,Campbelltown (C),1.0,100.0,,,,,,,
2559,2559,11500,Campbelltown (C),1.0,100.0,,,,,,,
2560,2560,11500,Campbelltown (C),0.9748204,97.4820379,,,,,,,
2560,2560,18400,Wollondilly (A),0.0251794,2.5179385,,,,,,,
2563,2563,11500,Campbelltown (C),1.0,100.0,,,,,,,
2564,2564,11500,Campbelltown (C),1.0,100.0,,,,,,,
2565,2565,11500,Campbelltown (C),0.9275759,92.757593,,,,,,,
2565,2565,14900,Liverpool (C),0.0724241,7.242407,,,,,,,
2566,2566,11500,Campbelltown (C),1.0,100.0,,,,,,,
2567,2567,11450,Camden (A),1.0,99.999997,,,,,,,
2568,2568,11500,Campbelltown (C),0.002723,0.2722951,,,,,,,
2568,2568,18400,Wollondilly (A),0.997277,99.7277049,,,,,,,
2569,2569,18400,Wollondilly (A),1.0,100.0,,,,,,,
2570,2570,11450,Camden (A),0.6255597,62.5559707,,,,,,,
2570,2570,18400,Wollondilly (A),0.3744403,37.4440292,,,,,,,
2571,2571,18350,Wingecarribee (A),0.0409601,4.0960103,,,,,,,
2571,2571,18400,Wollondilly (A),0.9590399,95.9039897,,,,,,,
2572,2572,18400,Wollondilly (A),1.0,100.0,,,,,,,
2573,2573,18400,Wollondilly (A),1.0,100.0,,,,,,,
2574,2574,18400,Wollondilly (A),0.9999987,99.9998705,,,,,,,
2575,2575,18350,Wingecarribee (A),1.0,99.9999998,,,,,,,
2576,2576,18350,Wingecarribee (A),1.0,100.0,,,,,,,
2577,2577,14400,Kiama (A),0.0043558,0.435584,,,,,,,
2577,2577,16900,Shellharbour (C),0.0001405,0.0140539,,,,,,,
2577,2577,16950,Shoalhaven (C),0.0875977,8.7597717,,,,,,,
2577,2577,18350,Wingecarribee (A),0.9079059,90.7905904,,,,,,,
2578,2578,18350,Wingecarribee (A),1.0,100.0,,,,,,,
2579,2579,13310,Goulburn Mulwaree (A),0.5305638,53.0563811,,,,,,,
2579,2579,17640,Upper Lachlan Shire (A),0.0352634,3.5263427,,,,,,,
2579,2579,18350,Wingecarribee (A),0.4341728,43.4172762,,,,,,,
2580,2580,13310,Goulburn Mulwaree (A),0.9382463,93.8246274,,,,,,,
2580,2580,16100,Oberon (A),0.0007357,0.0735744,,,,,,,
2580,2580,16180,Palerang (A),0.0132374,1.3237392,,,,,,,
2580,2580,17640,Upper Lachlan Shire (A),0.0476334,4.7633388,,,,,,,
2580,2580,18350,Wingecarribee (A),0.0001472,0.0147201,,,,,,,
2581,2581,13310,Goulburn Mulwaree (A),0.0166672,1.6667186,,,,,,,
2581,2581,16180,Palerang (A),0.0200218,2.0021815,,,,,,,
2581,2581,17640,Upper Lachlan Shire (A),0.8613767,86.1376666,,,,,,,
2581,2581,18710,Yass Valley (A),0.1019343,10.1934333,,,,,,,
2582,2582,13700,Harden (A),0.007497,0.7497041,,,,,,,
2582,2582,17640,Upper Lachlan Shire (A),0.0072726,0.7272637,,,,,,,
2582,2582,18710,Yass Valley (A),0.9852303,98.5230323,,,,,,,
2583,2583,10470,Bathurst Regional (A),0.0014719,0.1471899,,,,,,,
2583,2583,11050,Boorowa (A),0.0200773,2.0077301,,,,,,,
2583,2583,17640,Upper Lachlan Shire (A),0.9784508,97.84508,,,,,,,
2584,2584,13700,Harden (A),0.0062795,0.6279453,,,,,,,
2584,2584,18710,Yass Valley (A),0.9937205,99.3720547,,,,,,,
2585,2585,13700,Harden (A),1.0,100.0,,,,,,,
2586,2586,11050,Boorowa (A),0.8728337,87.2833713,,,,,,,
2586,2586,18750,Young (A),0.1271663,12.7166287,,,,,,,
2587,2587,13700,Harden (A),1.0,100.0,,,,,,,
2588,2588,12200,Cootamundra (A),1.0,100.0,,,,,,,
2590,2590,12200,Cootamundra (A),0.9492253,94.9225266,,,,,,,
2590,2590,14300,Junee (A),0.0507747,5.0774734,,,,,,,
2594,2594,12200,Cootamundra (A),0.002173,0.2172962,,,,,,,
2594,2594,13700,Harden (A),0.0093214,0.9321445,,,,,,,
2594,2594,18100,Weddin (A),0.0045198,0.4519754,,,,,,,
2594,2594,18750,Young (A),0.9839858,98.3985839,,,,,,,
2600,2600,89399,Unincorporated ACT,0.9999992,99.9999247,,,,,,,
2601,2601,89399,Unincorporated ACT,0.999999,99.9998995,,,,,,,
2602,2602,89399,Unincorporated ACT,1.0,100.0,,,,,,,
2603,2603,89399,Unincorporated ACT,1.0,100.0,,,,,,,
2604,2604,89399,Unincorporated ACT,1.0,100.0,,,,,,,
2605,2605,89399,Unincorporated ACT,1.0,100.0,,,,,,,
2606,2606,89399,Unincorporated ACT,1.0,100.0,,,,,,,
2607,2607,89399,Unincorporated ACT,1.0,100.0,,,,,,,
2609,2609,89399,Unincorporated ACT,1.0,100.0,,,,,,,
2611,2611,17500,Tumut Shire (A),0.0014356,0.143557,,,,,,,
2611,2611,18710,Yass Valley (A),0.0010005,0.100049,,,,,,,
2611,2611,89399,Unincorporated ACT,0.9975639,99.756394,,,,,,,
2612,2612,89399,Unincorporated ACT,1.0,100.0,,,,,,,
2614,2614,89399,Unincorporated ACT,1.0,100.0,,,,,,,
2615,2615,89399,Unincorporated ACT,0.9999503,99.9950295,,,,,,,
